GSE,GSM,Title,Organism,Library Strategy,Library Source,Library Selection,Platform ID,Instrument Models,Tissue/Characteristics
GSE194033,GSM5825787,Retained placenta cow - rep4,Bos taurus,RNA-Seq,transcriptomic,cDNA,GPL24230,HiSeq X Ten,source_name:Retained placenta cow; tissue:placenta
GSE191286,GSM5742999,Naive_primed_D30ASECRiAV_10XscATACseq,Homo sapiens,ATAC-seq,genomic,other,GPL18573,Illumina NextSeq 500,"source_name:Primed and naive hPSCs, hTSCs and EXMCs.; cell type:mix of human naive pluripotent stem cells (H9 and Sigma), primed pluripotent stem cells (H9 and Sigma), trophoblast stem cells (Sigma) and extraembryonic mesoderm cells (Sigma), all samples were pooled in one.; cell line:H9 (primed, and naive hPSCs) and Sigma (primed hPSCs, naive hPSCs, day 30 ASECRiAV conversion (trophobast stem cells and extraembryonic mesoderm cells)"
GSE191286,GSM5743008,Naive_primed_D30ASECRiAV_10XscRNAseq,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,"source_name:Primed and naive hPSCs, hTSCs and EXMCs.; cell type:mix of human naive pluripotent stem cells (H9 and Sigma), primed pluripotent stem cells (H9 and Sigma), trophoblast stem cells (Sigma) and extraembryonic mesoderm cells (Sigma), all samples were pooled in one.; cell line:H9 (primed, and naive hPSCs) and Sigma (primed hPSCs, naive hPSCs, day 30 ASECRiAV conversion (trophobast stem cells and extraembryonic mesoderm cells)"
GSE191286,GSM6191265,D0_Naïve_PXGL_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:naive pluripotent stem cells; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6191266,D1_ASECRiAV_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:hTSCs and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6191267,D2_ASECRiAV_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:hTSCs and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6191268,D4_ASECRiAV_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:hTSCs and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6191269,D8_ASECRiAV_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:hTSCs and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6191270,D13_ASECRiAV_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:hTSCs and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6191271,D18_ASECRiAV_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:hTSCs and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6191272,D70_sortedEXMC_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6195592,D6_RACL_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:Primitive endoderm and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE191286,GSM6195593,D24_NACL_scRNAseq,Homo sapiens,RNA-Seq,transcriptomic single cell,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Human induced pluripotent stem cells; cell type:XENs and EXMCs; cell line:ICSIG-1 Sigma hiPSC line
GSE220877,GSM6825321,WF_900350B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825322,WF_900420G,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825323,WF_900460R,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825324,WF_900570K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825325,WF_900590E,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825326,WF_900630S,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825327,WF_900720R,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825328,WF_900830K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825329,WF_900950A,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825330,WF_900980O,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825331,WF_900990L,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825332,WF_901020R,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825333,WF_901070C,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825334,WF_901480G,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825335,WF_901930B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825336,WF_901960P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825337,WF_904310Q,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825338,WF_904430G,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825339,WF_904450A,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825340,WF_904530C,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825341,WF_904570N,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825342,WF_904650P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825343,WF_904710A,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825344,WF_904820Q,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825345,WF_905020U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825346,WF_905080C,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825347,WF_905090W,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825348,WF_905170B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825349,WF_905560L,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825350,WF_908540C,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825351,WF_908630B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825352,WF_908690G,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825353,WF_908760L,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825354,WF_908850K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825355,WF_908910S,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825356,WF_909180B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825357,WF_917170I,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825358,WF_917310S,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825359,WF_917720W,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825360,WF_918020W,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825361,WF_918050N,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825362,WF_918420G,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825363,WF_918440A,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825364,WF_921350H,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825365,WF_921410P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825366,WF_925640B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825367,WF_925840Q,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825368,WF_925920S,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825369,WF_926020D,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825370,WF_926040U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825371,WF_926230P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825372,WF_926350F,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825373,WF_926370W,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825374,WF_926420K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825375,WF_926710B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825376,WF_926750M,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825377,WF_926810U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825378,WF_927040P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825379,WF_927130O,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825380,WF_927140L,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825381,WF_927230K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825382,WF_927290P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825383,WF_930040V,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825384,WF_930120A,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825385,WF_930180F,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825386,WF_930310S,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825387,WF_930380U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825388,WF_930580M,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825389,WF_930830P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825390,WF_930870D,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825391,WF_931110V,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825392,WF_931190U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825393,WF_931230L,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825394,WF_931240I,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825395,WF_931270W,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825396,WF_931450U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825397,WF_931560N,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825398,WF_931650M,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825399,WF_931710U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825400,WF_931720R,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825401,WF_931830K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825402,WF_934220W,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825403,WF_934230T,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825404,WF_934270H,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825405,WF_934580P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825406,WF_938640D,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825407,WF_938990W,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825408,WF_939050T,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825409,WF_939220U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825410,WF_939310T,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825411,WF_939410P,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825412,WF_943060R,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825413,WF_943470V,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825414,WF_943580O,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825415,WF_943710E,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825416,WF_943960E,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825417,WF_944070J,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825418,WF_946990D,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825419,WF_947190H,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825420,WF_947240S,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825421,WF_947340O,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825422,WF_947380C,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825423,WF_951630G,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:No
GSE220877,GSM6825424,WF_951890D,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Male; heatstesst1:Yes
GSE220877,GSM6825425,WF_952060Q,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825426,WF_952170J,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825427,WF_952220U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825428,WF_952820T,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825429,WF_964070U,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825430,WF_964370I,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
